Index,is_smoothed,is_log,shapelet_size,trigger_lookback,outcome_window,sens_deaths_1,sens_deaths_2,sens_icu_2,spec_deaths_1,spec_deaths_2,spec_icu_2
0,0,0,3,4,5,0.703373423,0.363976751,0.538326328,0.339437961,0.240922045,0.528094411
1,0,0,3,4,6,0.739947518,0.400073805,0.578124681,0.522308438,0.421407317,0.727086176
2,0,0,3,4,7,0.77571001,0.452141858,0.60950548,0.736883387,0.733815634,0.915370975
3,0,0,3,4,8,0.809273949,0.4973816,0.627580337,0.971830958,1.050493827,1.04189497
4,0,0,3,4,9,0.832491827,0.541076408,0.644708675,1.157573983,1.400052293,1.178921678
5,0,0,3,5,5,0.699329795,0.360879349,0.53786453,0.333436365,0.238443344,0.550486885
6,0,0,3,5,6,0.737001439,0.40046566,0.583077218,0.521794585,0.4363749,0.776550321
7,0,0,3,5,7,0.773014333,0.45389978,0.618555465,0.737871951,0.756979617,0.989419806
8,0,0,3,5,8,0.809672798,0.499775618,0.639460236,0.994481207,1.078110486,1.135753202
9,0,0,3,5,9,0.834835165,0.545910295,0.658181052,1.195780139,1.447187904,1.28551973
10,0,0,3,6,5,0.694059944,0.358651529,0.532304501,0.310938562,0.234497104,0.568906872
11,0,0,3,6,6,0.730802557,0.391569425,0.582239968,0.494651629,0.399086585,0.818584208
12,0,0,3,6,7,0.768802052,0.449635828,0.620305513,0.722648599,0.747485002,1.04697748
13,0,0,3,6,8,0.808120628,0.497818021,0.642684,0.997878632,1.084760353,1.203626887
14,0,0,3,6,9,0.833746355,0.551107054,0.665004018,1.202884445,1.511072621,1.382187034
15,0,0,4,4,5,0.7166411,0.36492688,0.591745673,0.414518305,0.332592385,0.588060234
16,0,0,4,4,6,0.759887388,0.425274378,0.633977132,0.630749744,0.634329874,0.799217532
17,0,0,4,4,7,0.791603715,0.482629484,0.653263732,0.82104771,0.97846051,0.914937127
18,0,0,4,4,8,0.823070439,0.528299703,0.669949446,1.041314776,1.298152048,1.03173713
19,0,0,4,4,9,0.843171435,0.573739849,0.678553678,1.202122746,1.661673213,1.100570983
20,0,0,4,5,5,0.709069585,0.351926077,0.585651252,0.420733454,0.320237892,0.608232736
21,0,0,4,5,6,0.752019876,0.415121291,0.632967281,0.635484912,0.636213962,0.84481288
22,0,0,4,5,7,0.786351602,0.476359122,0.653879361,0.841475268,1.003640949,0.97028536
23,0,0,4,5,8,0.819437368,0.521428943,0.671562566,1.073075632,1.319129692,1.094067799
24,0,0,4,5,9,0.842633336,0.569707052,0.682647112,1.258643374,1.705354567,1.182744162
25,0,0,4,6,5,0.703018654,0.351206037,0.583157501,0.408174679,0.324544101,0.62453089
26,0,0,4,6,6,0.746700223,0.407826822,0.633830385,0.626582527,0.607648025,0.877895311
27,0,0,4,6,7,0.783172903,0.470315162,0.655459509,0.845418605,0.982578067,1.007670056
28,0,0,4,6,8,0.817714103,0.515746301,0.675905158,1.087207008,1.300596038,1.150789598
29,0,0,4,6,9,0.840141821,0.56620759,0.68899684,1.266628751,1.704286349,1.255523053
30,0,0,5,4,5,0.731846431,0.388633303,0.63505644,0.516632634,0.475864934,0.538582114
31,0,0,5,4,6,0.774961772,0.477509456,0.664204134,0.732209342,0.920245696,0.684320583
32,0,0,5,4,7,0.802381754,0.519158425,0.684799646,0.89672923,1.17013951,0.807893656
33,0,0,5,4,8,0.836340336,0.564639245,0.692550794,1.13443931,1.488505254,0.862151694
34,0,0,5,4,9,0.848125319,0.606621762,0.697026687,1.228719172,1.824365388,0.897958837
35,0,0,5,5,5,0.728027057,0.379964956,0.638409711,0.527018031,0.484315076,0.557148048
36,0,0,5,5,6,0.771284473,0.473290608,0.669020803,0.74330511,0.950943338,0.710203511
37,0,0,5,5,7,0.799751131,0.517403554,0.691096484,0.914105061,1.215621011,0.842657595
38,0,0,5,5,8,0.835063485,0.56332089,0.699457671,1.161291537,1.537042363,0.901185906
39,0,0,5,5,9,0.847827069,0.60719851,0.704428967,1.263400212,1.888063322,0.940956276
40,0,0,5,6,5,0.723251592,0.375741393,0.642045865,0.517120698,0.491369144,0.579785001
41,0,0,5,6,6,0.768745144,0.472227071,0.673624456,0.744588457,0.97379753,0.737677955
42,0,0,5,6,7,0.798376103,0.518209652,0.695614314,0.922374211,1.24969302,0.869617107
43,0,0,5,6,8,0.834554404,0.568084686,0.70834848,1.175622315,1.598818253,0.958756271
44,0,0,5,6,9,0.847983085,0.611761218,0.713647216,1.283051765,1.94823051,1.001146155
45,0,1,3,4,5,0.701217957,0.364931348,0.540157743,0.34686228,0.26162134,0.52877271
46,0,1,3,4,6,0.739395904,0.400493485,0.578839927,0.537752018,0.439432028,0.72218363
47,0,1,3,4,7,0.77594505,0.452864535,0.609410682,0.757046889,0.753658325,0.905608158
48,0,1,3,4,8,0.807987797,0.498713925,0.626846305,0.981346124,1.074604054,1.027657517
49,0,1,3,4,9,0.831550169,0.540743801,0.643810284,1.169845094,1.410843066,1.163369354
50,0,1,3,5,5,0.694931367,0.360996124,0.541056742,0.338441411,0.256421671,0.553376419
51,0,1,3,5,6,0.734856458,0.399804438,0.58492304,0.538066866,0.450463241,0.772707908
52,0,1,3,5,7,0.77281792,0.45372541,0.619494948,0.765835639,0.773989075,0.980139357
53,0,1,3,5,8,0.807613721,0.501087408,0.639620198,1.009406243,1.105523058,1.12101611
54,0,1,3,5,9,0.832650572,0.547087185,0.65769382,1.209701051,1.473521275,1.26560508
55,0,1,3,6,5,0.691797416,0.359591622,0.536388547,0.314500306,0.254086446,0.570099362
56,0,1,3,6,6,0.731000732,0.39182426,0.585145614,0.510516889,0.41524964,0.813884699
57,0,1,3,6,7,0.770146369,0.44977101,0.621720577,0.745390707,0.762930141,1.033334478
58,0,1,3,6,8,0.807181517,0.498766572,0.643605942,1.004636748,1.105899069,1.186532028
59,0,1,3,6,9,0.833092762,0.55040879,0.665116967,1.211926708,1.519036818,1.358620227
60,0,1,4,4,5,0.721956329,0.371557352,0.597035524,0.427823095,0.350735234,0.581202323
61,0,1,4,4,6,0.765989947,0.441996208,0.63736657,0.647991185,0.702929514,0.782857551
62,0,1,4,4,7,0.793560691,0.489604602,0.657101555,0.813415644,0.988579878,0.901267461
63,0,1,4,4,8,0.824467233,0.535073919,0.669166205,1.029761443,1.306865091,0.98572001
64,0,1,4,4,9,0.844082018,0.578623993,0.676604157,1.186679723,1.655265684,1.045223632
65,0,1,4,5,5,0.710721245,0.3542496,0.5921073,0.43300916,0.337064116,0.613380065
66,0,1,4,5,6,0.754253892,0.427543767,0.636886702,0.65067239,0.703534951,0.83727708
67,0,1,4,5,7,0.783652559,0.479585112,0.659005763,0.827064394,1.015783019,0.969991444
68,0,1,4,5,8,0.816128306,0.524639407,0.673590516,1.054394621,1.331163082,1.072084717
69,0,1,4,5,9,0.838865249,0.571273593,0.685504329,1.236290168,1.704236572,1.167395222
70,0,1,4,6,5,0.707303759,0.355835193,0.590930164,0.421745122,0.33846324,0.627319593
71,0,1,4,6,6,0.751410641,0.418889835,0.639403356,0.642279533,0.653736448,0.869685554
72,0,1,4,6,7,0.783545592,0.47286893,0.662343459,0.83508924,0.977611021,1.007326172
73,0,1,4,6,8,0.817200577,0.519040688,0.680408979,1.070674129,1.30081332,1.133784813
74,0,1,4,6,9,0.839624329,0.566788991,0.694113622,1.250064145,1.682799747,1.243421955
75,0,1,5,4,5,0.744538207,0.413609003,0.648622023,0.5278997,0.483973144,0.50812646
76,0,1,5,4,6,0.781860218,0.500252129,0.674998448,0.714509752,0.917188772,0.640008587
77,0,1,5,4,7,0.807632777,0.534328314,0.686780948,0.869145106,1.121645884,0.710703586
78,0,1,5,4,8,0.838592043,0.571681341,0.693794769,1.085859968,1.383117071,0.759800327
79,0,1,5,4,9,0.850091896,0.610878545,0.696923867,1.177858795,1.696694705,0.784833116
80,0,1,5,5,5,0.739723438,0.400451552,0.650883129,0.53612382,0.489549812,0.525699861
81,0,1,5,5,6,0.777189162,0.494598913,0.680786247,0.723452438,0.960286616,0.675215452
82,0,1,5,5,7,0.803517808,0.529406425,0.694771176,0.881424316,1.169131688,0.75912503
83,0,1,5,5,8,0.836530613,0.567783474,0.701710929,1.11251395,1.437771034,0.807703299
84,0,1,5,5,9,0.849378516,0.611318092,0.704970827,1.215297175,1.786047975,0.833782479
85,0,1,5,6,5,0.735385241,0.395307101,0.654275137,0.540254989,0.50636411,0.546783263
86,0,1,5,6,6,0.773864472,0.492894725,0.685495625,0.732651146,0.994302229,0.702885701
87,0,1,5,6,7,0.803627053,0.531880327,0.700736567,0.911226632,1.228215844,0.794331355
88,0,1,5,6,8,0.837298721,0.575222913,0.711929438,1.14692831,1.531613948,0.872681456
89,0,1,5,6,9,0.850565008,0.619551562,0.715892981,1.253058605,1.886243136,0.904389796
90,1,0,3,4,5,0.728862733,0.395686322,0.561870483,0.314336771,0.290728583,0.548549426
91,1,0,3,4,6,0.764639554,0.433029583,0.598318162,0.493220873,0.47744489,0.730787818
92,1,0,3,4,7,0.791506414,0.484863401,0.632776639,0.654422034,0.7884478,0.937538681
93,1,0,3,4,8,0.821393705,0.530779164,0.649501954,0.863633075,1.109858141,1.054615885
94,1,0,3,4,9,0.847049853,0.5744408,0.661618726,1.068882258,1.45915123,1.151550059
95,1,0,3,5,5,0.729205413,0.395556415,0.552786759,0.323214548,0.298471729,0.570666062
96,1,0,3,5,6,0.763515146,0.429041654,0.595436002,0.494763213,0.465897922,0.783912278
97,1,0,3,5,7,0.79288807,0.483443258,0.635748071,0.671000755,0.792307546,1.025784693
98,1,0,3,5,8,0.823035243,0.530838416,0.654148608,0.882030969,1.12407365,1.154588448
99,1,0,3,5,9,0.851334576,0.57613669,0.669529555,1.108425637,1.486459841,1.277636025
100,1,0,3,6,5,0.7236946,0.392675693,0.545471309,0.331766873,0.300710767,0.582154374
101,1,0,3,6,6,0.758259697,0.425306986,0.589824799,0.504592355,0.46386723,0.803921825
102,1,0,3,6,7,0.789663592,0.478380189,0.632425519,0.693015729,0.782306452,1.059526144
103,1,0,3,6,8,0.821201162,0.525674844,0.651550303,0.913778714,1.113369032,1.193399632
104,1,0,3,6,9,0.852987755,0.573054006,0.667794563,1.168071463,1.492402331,1.323353717
105,1,0,4,4,5,0.729359991,0.397995303,0.589751155,0.392753892,0.379924201,0.518050282
106,1,0,4,4,6,0.771534396,0.452948802,0.634464059,0.603625916,0.654691696,0.741614802
107,1,0,4,4,7,0.791820806,0.498325696,0.654826568,0.725344378,0.926953058,0.863789858
108,1,0,4,4,8,0.828748053,0.543199704,0.668269261,0.983835104,1.241071116,0.957888709
109,1,0,4,4,9,0.843615368,0.592116651,0.675291447,1.102773626,1.632406694,1.014066201
110,1,0,4,5,5,0.724374277,0.388170071,0.580440122,0.397421376,0.377837987,0.539393374
111,1,0,4,5,6,0.763596647,0.445410737,0.630923066,0.593533231,0.664041319,0.791808092
112,1,0,4,5,7,0.786534383,0.492348493,0.652998087,0.731159645,0.945667854,0.924258222
113,1,0,4,5,8,0.823794728,0.536823732,0.66817116,0.991982062,1.256994532,1.030469731
114,1,0,4,5,9,0.840367478,0.585899252,0.676058822,1.124564061,1.64959869,1.093571025
115,1,0,4,6,5,0.719491757,0.378321828,0.578576391,0.384637384,0.355340559,0.564970679
116,1,0,4,6,6,0.759179196,0.4393671,0.632700761,0.583074581,0.660566919,0.835592529
117,1,0,4,6,7,0.78299421,0.484327791,0.656950669,0.725964664,0.930331062,0.981091977
118,1,0,4,6,8,0.822602074,0.528335891,0.675506136,1.003219712,1.23838776,1.110980246
119,1,0,4,6,9,0.840331087,0.581974591,0.68423043,1.14505181,1.667497366,1.180774596
120,1,0,5,4,5,0.740334685,0.411365142,0.628683465,0.492064976,0.512772339,0.52932998
121,1,0,5,4,6,0.776982508,0.476692311,0.659860385,0.675304093,0.839408187,0.685214579
122,1,0,5,4,7,0.810560695,0.521054163,0.677101124,0.876773216,1.1055793,0.788659012
123,1,0,5,4,8,0.836289431,0.568965829,0.68098093,1.056874362,1.440960961,0.815817656
124,1,0,5,4,9,0.84650704,0.611792816,0.683366287,1.138615236,1.783576857,0.83490051
125,1,0,5,5,5,0.732191515,0.398285466,0.623605871,0.493659579,0.514333346,0.552210514
126,1,0,5,5,6,0.770656011,0.465850954,0.656315805,0.685982063,0.852160783,0.715760183
127,1,0,5,5,7,0.806372283,0.517404885,0.676665965,0.900279694,1.161484374,0.837861145
128,1,0,5,5,8,0.834620885,0.567904376,0.6802089,1.098019909,1.514980808,0.862661685
129,1,0,5,5,9,0.845752024,0.610733863,0.683725417,1.187069016,1.857616702,0.890793823
130,1,0,5,6,5,0.728720109,0.388189124,0.625912732,0.476593355,0.497387908,0.588355569
131,1,0,5,6,6,0.767305261,0.457755746,0.659587255,0.669519115,0.845221021,0.756728183
132,1,0,5,6,7,0.803278269,0.511810378,0.68267706,0.885357164,1.169548812,0.895267013
133,1,0,5,6,8,0.831546332,0.563204001,0.6868217,1.083233605,1.529304172,0.924279496
134,1,0,5,6,9,0.843268487,0.608959712,0.692420502,1.177010841,1.895349858,0.969069912
135,1,1,3,4,5,0.730288806,0.398235881,0.564868171,0.313495906,0.302545467,0.541947234
136,1,1,3,4,6,0.765784768,0.435743957,0.601859634,0.490975715,0.490085845,0.726904547
137,1,1,3,4,7,0.791797662,0.486667785,0.63507025,0.647053078,0.795628816,0.926168245
138,1,1,3,4,8,0.82152014,0.533056584,0.651512168,0.855110421,1.120350403,1.041261668
139,1,1,3,4,9,0.84735585,0.57640449,0.663404885,1.061796103,1.467133654,1.136403401
140,1,1,3,5,5,0.729543051,0.396470996,0.553946265,0.322773047,0.312881851,0.564965303
141,1,1,3,5,6,0.763781442,0.429741859,0.59600664,0.493964999,0.479236163,0.775267178
142,1,1,3,5,7,0.792489209,0.482879529,0.635185227,0.666211603,0.798062188,1.010338698
143,1,1,3,5,8,0.822471569,0.531359294,0.653526412,0.87608812,1.137420537,1.138726996
144,1,1,3,5,9,0.850642061,0.576184824,0.668672105,1.101452059,1.496024784,1.259892539
145,1,1,3,6,5,0.722642811,0.392707358,0.545467381,0.331599579,0.311192744,0.576746152
146,1,1,3,6,6,0.757391988,0.425137138,0.5899639,0.505345464,0.47334164,0.799228745
147,1,1,3,6,7,0.788296741,0.47693389,0.631029203,0.690773986,0.784122152,1.045620564
148,1,1,3,6,8,0.819636534,0.525239007,0.649672611,0.910152533,1.122257974,1.17612442
149,1,1,3,6,9,0.851305485,0.572015178,0.665692816,1.163504146,1.49646734,1.304286064
150,1,1,4,4,5,0.729105878,0.403884265,0.591855942,0.38490384,0.371924688,0.513735373
151,1,1,4,4,6,0.771425819,0.461679142,0.634727695,0.596503545,0.660899073,0.728094135
152,1,1,4,4,7,0.790032393,0.504486583,0.65636654,0.70814299,0.917743714,0.857927204
153,1,1,4,4,8,0.825953313,0.546638476,0.667875075,0.959589427,1.21280697,0.938486951
154,1,1,4,4,9,0.839366569,0.595297017,0.674573188,1.066895479,1.602075293,0.992071854
155,1,1,4,5,5,0.724439078,0.398298007,0.585982085,0.383603648,0.370282809,0.53237339
156,1,1,4,5,6,0.764819987,0.458855089,0.634704677,0.585508193,0.673068217,0.775986348
157,1,1,4,5,7,0.785594861,0.503563983,0.657453978,0.710157438,0.941321582,0.912482159
158,1,1,4,5,8,0.823361535,0.546483794,0.672868595,0.974524155,1.241760254,1.020384475
159,1,1,4,5,9,0.839365001,0.593210254,0.680308336,1.102551882,1.615571933,1.079902399
160,1,1,4,6,5,0.723204965,0.387429688,0.582761415,0.383669677,0.343804725,0.557797167
161,1,1,4,6,6,0.764289782,0.452177645,0.636097984,0.589093764,0.667544509,0.824480015
162,1,1,4,6,7,0.786597229,0.495178455,0.66094611,0.722938442,0.925549369,0.973568767
163,1,1,4,6,8,0.824756725,0.53941899,0.676937512,0.99005492,1.235233114,1.085508582
164,1,1,4,6,9,0.841596658,0.590900805,0.685572306,1.124774378,1.647087632,1.154586933
165,1,1,5,4,5,0.747915612,0.435207356,0.637267672,0.497136514,0.514426991,0.509319254
166,1,1,5,4,6,0.783659275,0.499485316,0.661707901,0.67585483,0.835816788,0.631520399
167,1,1,5,4,7,0.810901103,0.529468374,0.674377829,0.839305795,1.015715135,0.707539965
168,1,1,5,4,8,0.834027107,0.571943863,0.676797729,1.001187828,1.313043558,0.724479265
169,1,1,5,4,9,0.843057668,0.608714827,0.678962778,1.073432317,1.607211273,0.741799656
170,1,1,5,5,5,0.7453901,0.418790874,0.638342343,0.509526422,0.513916755,0.545786584
171,1,1,5,5,6,0.780731902,0.490023327,0.664687597,0.686235435,0.870079018,0.677512852
172,1,1,5,5,7,0.810077085,0.528272865,0.680745355,0.862306529,1.099576248,0.7738594
173,1,1,5,5,8,0.83636121,0.574192265,0.682954639,1.046295406,1.421012044,0.789324391
174,1,1,5,5,9,0.84646781,0.614827632,0.68640276,1.127148204,1.746094982,0.816909358
175,1,1,5,6,5,0.742260307,0.397708131,0.630798566,0.513939992,0.494692861,0.58059957
176,1,1,5,6,6,0.778232132,0.469845584,0.658191758,0.693799117,0.855380126,0.71756553
177,1,1,5,6,7,0.808755203,0.511342875,0.675436204,0.876937542,1.104363876,0.821032203
178,1,1,5,6,8,0.833997204,0.560328164,0.678703989,1.053631545,1.447260901,0.8439067
179,1,1,5,6,9,0.844483621,0.605805567,0.682526928,1.137522887,1.811080123,0.874490213